"","Protein.Group","Protein.Ids","Protein.Names","Genes","First.Protein.Description","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S1_S1.A1_3763.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S11_S1.A10_3772.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S12_S1.A11_3773.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S13_S1.A12_3774.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S14_S1.B1_3775.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S15_S1.B2_3776.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S18_S1.B4_3778.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S2_S1.A2_3764.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S20_S1.B6_3780.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S22_S1.B8_3782.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S23_S1.B9_3783.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S24_S1.B10_3784.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S25_S1.B11_3785.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S26_S1.B12_3786.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S27_S1.C1_3787.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S28_S1.C2_3788.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S29_S1.C3_3789.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S3_S1.A3_3765.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S30_S1.C4_3790.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S32_S1.C6_3792.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S35_S1.C9_3795.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S37_S1.C10_3796.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S38_S1.C11_3797.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S4_S1.A4_3766.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S5_S1.A5_3767.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S6_S1.A6_3768.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S7_S1.A7_3769.d","C..Users.massspecuser.Desktop.Stijn.240415_VWF_fin.RawFiles.231128_SG_BL_VWF_S9_S1.A8_3770.d"
"2026","P37840","P37840","SYUA_HUMAN","SNCA","Alpha-synuclein",88276.6,65345.1,107283,90890.4,148153,103920,9653.74,74204.5,33284.1,167415,124026,126592,23240.8,110680,111838,58031.2,129389,93053.9,76720.3,100019,146721,87556.1,82750.6,85664.9,98273.3,163947,76440.8,94429.4
"2027","P38117","P38117","ETFB_HUMAN","ETFB","Electron transfer flavoprotein subunit beta",238949,275233,281236,262264,239286,318889,199764,224470,247637,295968,275105,301474,180710,200766,212817,172333,222945,169546,287631,291907,214498,264844,236118,218516,275937,335429,219871,271275
"2028","P38159","P38159","RBMX_HUMAN","RBMX","RNA-binding motif protein, X chromosome",113509,61923.4,83885.1,64953.6,85545.6,77461.7,67280.3,108875,68838.8,61701.3,94038.6,110687,78591,109544,110675,94076.5,86301.2,102420,111870,86764.8,76388.7,81598.7,114165,92224.6,108467,125224,105772,75997.3
"2029","P38432","P38432","COIL_HUMAN","COIL","Coilin",9828.77,7890.85,7501.41,7535.49,8179.72,7364.42,11358.8,9772.44,7527.07,8203.63,8363.27,8859.17,7330.97,8935.02,9801.55,9993.58,8540.31,10206.8,9968.97,8361.11,8883.4,8710.59,7142.47,8051.05,7763.41,9030.23,10633.6,8660.39
"2030","P38435","P38435","VKGC_HUMAN","GGCX","Vitamin K-dependent gamma-carboxylase",28135.1,18114.4,18487.7,19929.3,17312.4,19685.3,21073.9,24477.4,22705,17673,20334.5,17121.1,22197,21644.7,16571.1,21461.3,12629.9,23455.3,21916,18234.4,17277.8,16861.8,24551,31298.6,25022.5,22419.7,19903.8,20352.3
"2031","P38571","P38571","LICH_HUMAN","LIPA","Lysosomal acid lipase/cholesteryl ester hydrolase",25838.3,24430,19251.4,14641.5,17488.2,23623.3,16257.8,39627,10766.2,19747.9,29526,76979.7,19009.3,35655.3,41368.6,21995.4,8396.51,31612.5,21662,20440,13228.2,7284.15,44282.4,44326.1,27465.3,357876,25564.7,19273.1
"2032","P38606","P38606","VATA_HUMAN","ATP6V1A","V-type proton ATPase catalytic subunit A",151091,161242,168222,151215,161608,192464,150829,151873,146025,185029,189386,199377,156195,158786,174003,145867,188830,138190,177268,201844,148469,163395,172171,146320,149868,228968,161960,154981
"2033","P38646","P38646","GRP75_HUMAN","HSPA9","Stress-70 protein, mitochondrial",680138,637485,523563,510819,618524,718070,510950,621482,591972,715734,599791,617579,597784,484876,511752,538164,501313,581401,703742,677898,576044,676859,634898,566162,623870,662038,512799,615672
"2034","P38919","P38919","IF4A3_HUMAN","EIF4A3","Eukaryotic initiation factor 4A-III",169528,84028.7,150705,116507,159943,102127,136200,167839,123189,129438,142256,156527,108152,190313,160988,168681,154631,170227,170092,117308,113500,127435,133578,188535,168706,148106,174545,133466
"2035","P38935","P38935","SMBP2_HUMAN","IGHMBP2","DNA-binding protein SMUBP-2",7114.09,7188.79,6871.5,8394.15,9272.94,10656.2,10318.3,6760.21,10387.4,9370.83,8799.71,10359.9,5389.74,7900.52,10208.2,6186.36,6799.63,7407.38,8876.54,8643.02,9977.46,10354.6,8457.01,8735.46,9024.56,12806.5,9609.93,8638.17
"2036","P38936","P38936","CDN1A_HUMAN","CDKN1A","Cyclin-dependent kinase inhibitor 1",14865.1,19406.4,28504.2,32069.5,18856.6,20375.4,17063.3,17494.4,22023.8,24402.3,20379.4,5737.65,41961.1,7207.12,10458.2,15809,23273,11495.4,20292.9,35123.5,23434.5,23306.1,17861.2,13030,12706.1,13798,13787.4,24760.6
"2037","P39019","P39019","RS19_HUMAN","RPS19","40S ribosomal protein S19",589105,513838,612321,629419,546790,504046,671243,620350,706104,599191,577808,514884,662579,594743,509270,548922,573773,575538,570517,572511,645666,655356,507827,569380,510707,423721,580002,644126
"2038","P39023","P39023","RL3_HUMAN","RPL3","60S ribosomal protein L3",602679,498407,629680,572781,483596,473073,596426,590034,569908,485700,502271,527545,637842,555724,499698,530676,514671,562775,568431,555013,564222,602473,520910,552869,473665,461536,532482,597501
"2039","P39060","P39060","COIA1_HUMAN","COL18A1","Collagen alpha-1(XVIII) chain",1437610,1014150,1038460,796600,1285190,965455,630278,1182340,721856,1480910,1591550,921372,593509,1566290,1038180,940889,1092970,941592,1209640,955004,1083070,1332370,1342290,1438430,1881880,857820,1718400,1031440
"2040","P39210","P39210","MPV17_HUMAN","MPV17","Protein Mpv17",11584.8,7311.75,8267.91,10361.8,9622.61,10315.4,10223.1,9838,7243.59,11880.9,9551.58,12598.5,6191.37,9423.11,8210.76,7995.71,6759.92,10596.2,8677.82,10632,7831.16,7802.44,11840.7,9817.99,13499.8,13598.2,10747,10296.3
"2041","P39656","P39656","OST48_HUMAN","DDOST","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit",653376,909332,1515960,912173,626422,819758,920166,595718,893524,668543,636363,523849,940315,667139,647670,475515,876644,486232,690655,937220,762777,791614,593874,682262,590876,522634,614255,910370
"2042","P39687","P39687;O43423","AN32A_HUMAN","ANP32A","Acidic leucine-rich nuclear phosphoprotein 32 family member A",272446,95125.4,134255,141921,284940,128591,142399,297438,170967,188159,240313,185423,126804,251246,206897,287954,174622,278779,226091,135856,139619,155773,214464,248570,289010,189298,264571,186284
"2043","P39748","P39748","FEN1_HUMAN","FEN1","Flap endonuclease 1",29798.5,13006.6,19300.8,25084,33972.8,16685.2,61378.2,30686.7,33891.3,18072.4,14426.2,31263.5,42647.7,35225.5,33362.3,35227.1,26556.2,36006.1,27308.1,32172.6,35423.5,32916.8,20328,35377.7,23367.5,14993.4,29675.1,36638.6
"2044","P39880","O14529;P39880","CUX1_HUMAN","CUX1","Homeobox protein cut-like 1",7655.42,4238.93,5441.46,5235.03,6716.65,3914.27,5295.88,7870.51,6083.07,5139.19,6416.59,6540.71,3459.22,8241.05,7699.62,8908.91,5850.97,8743.46,6998.06,4643.49,4920.15,4790.27,4585.04,7984.74,7166.41,5687.51,6946.17,6285.35
"2045","P40121","P40121","CAPG_HUMAN","CAPG","Macrophage-capping protein",117867,125190,199943,82265,242705,87614.7,86442.4,159423,289877,249677,204832,52660.8,65353,137119,138464,152589,187268,138306,147582,154403,2146.4,109352,199320,147279,160704,36746.9,165191,339656
"2046","P40123","P40123","CAP2_HUMAN","CAP2","Adenylyl cyclase-associated protein 2",25481.8,34804.3,16750.3,55496.3,85043.7,57891.5,27965.5,19262.9,64695.5,97062.1,70693.1,NA,61772.5,34610.4,NA,14319.9,12904.3,21673.7,22704.4,48923.3,9012.63,41324.8,76100.8,18654.1,31891.9,2169.47,35298.8,49383.9
"2047","P40189","P40189","IL6RB_HUMAN","IL6ST","Interleukin-6 receptor subunit beta",44985.7,15306.8,20650.9,14352.1,27902.7,24988.6,20487.1,44651.5,14633.7,30413.9,44923.5,53839,24294.6,43969.8,55484.2,35555.3,17554.4,44185.3,23633.5,36224.9,15057.9,30990.7,39087.8,42088.1,38158.9,65356.5,40636.6,23977.1
"2048","P40222","P40222","TXLNA_HUMAN","TXLNA","Alpha-taxilin",47262.5,49062.7,50591.4,45200.7,46732,48044.7,48393.9,47053.9,43551.5,54899.1,48977.3,38462,57124.1,48049.3,45474.7,44639,44752.3,43827.8,47844.7,54278.9,55324.1,45442.3,46027.8,44606,41889.4,34300.3,47864.7,49811.1
"2049","P40227","P40227","TCPZ_HUMAN","CCT6A","T-complex protein 1 subunit zeta",254993,256081,361932,275407,257710,273502,297507,270952,269125,264346,249090,214824,303710,275673,251998,200593,276271,237721,289351,257093,300816,302635,254841,269680,247666,195601,260341,290155
"2050","P40261","P40261","NNMT_HUMAN","NNMT","Nicotinamide N-methyltransferase",79165.1,240371,222463,163476,86646,193310,184247,78610.3,156132,72291,127233,73869.2,424218,53791.9,115416,55594.2,110713,71523,71432,270043,184668,176608,68959.7,80238.8,109222,87341.6,100718,157470
"2051","P40305","P40305","IFI27_HUMAN","IFI27","Interferon alpha-inducible protein 27, mitochondrial",152.196,12414.4,27881.9,7906.31,1904.7,14590.8,7684.7,NA,6298.75,5430.09,768.063,NA,24119.9,NA,NA,NA,8827.98,NA,NA,9418.73,7082.36,13651.2,1753.43,NA,NA,NA,NA,3836.73
"2052","P40306","P40306","PSB10_HUMAN","PSMB10","Proteasome subunit beta type-10",12057.9,8818,6498.84,3115.83,13986,10608.2,7701.73,14203.7,11639.7,23519,9314.44,12773.2,10460.2,17012.1,9744.34,9307.59,8945.2,12947.2,11559.6,10650.6,15180.1,13459.3,8233.36,14167.2,6650.03,10670.4,6322.72,3525.95
"2053","P40337","P40337","VHL_HUMAN","VHL","von Hippel-Lindau disease tumor suppressor",7585.9,6697.82,10455.5,11532.2,10330.8,7107.12,9286.61,7583.49,12616.4,12046,7719.03,7118.03,7428.63,8064.97,6257.59,7394.44,12561,7494.15,9190.18,9538.58,12248,10031.5,8095.34,7077.11,8278.24,6153.11,8914.91,8210.93
"2054","P40424","P40424","PBX1_HUMAN","PBX1","Pre-B-cell leukemia transcription factor 1",544.622,NA,NA,NA,94.278,NA,NA,180.405,NA,265.1,8.53077,NA,NA,680.757,NA,536.596,NA,841.044,97.9333,263.051,NA,NA,332.321,108.228,766.415,NA,555.987,NA
"2055","P40425","P40425","PBX2_HUMAN","PBX2","Pre-B-cell leukemia transcription factor 2",1833.43,1556.3,1570.15,2090,1900.01,966.333,1815.16,1379.62,1509.32,1261.33,1644.34,2959.89,1778.42,2285.94,3219.54,1814.14,1858.67,2270.47,1541.39,2302.72,1867.9,1313.8,859.812,1899.52,2734.31,1881.5,1760.82,1518.88
"2056","P40429","P40429;Q6NVV1","RL13A_HUMAN","RPL13A","60S ribosomal protein L13a",460052,422173,440084,444586,379978,385787,486931,429168,453081,416063,399502,410773,494956,416226,387886,386442,352423,423151,410089,436371,459975,465379,398809,425289,374159,355230,441432,446695
"2057","P40616","P40616","ARL1_HUMAN","ARL1","ADP-ribosylation factor-like protein 1",39291.1,41309,86003.7,48316.2,41896.3,51880.6,51431.2,42368,54974.5,46313.7,36760.8,30512.8,45155.9,49987.3,33609.6,32498.2,65221.3,32339.1,59244.5,46512.9,45121.1,46375.5,34948,47718.3,43961.9,35886.6,37858.8,48978
"2058","P40617","P40617","ARL4A_HUMAN","ARL4A","ADP-ribosylation factor-like protein 4A",564.578,NA,721.472,NA,978.7,NA,NA,1399.15,1364.61,NA,NA,13976.6,NA,1190.35,6389.51,1742.98,716.654,1597.73,1882.34,NA,1398.29,NA,1026.03,901.412,1317.49,13788.3,NA,NA
"2059","P40692","P40692","MLH1_HUMAN","MLH1","DNA mismatch repair protein Mlh1",13144.6,7353.58,11150.3,9502.22,11862.3,8428.31,10759.4,15156,12114.3,11810.7,9166.19,12274.5,10499.5,14645.9,12595.8,13002.3,13281.2,12853.7,15728.3,10004.3,11050.7,11433,13714.2,13138.9,12350.8,9509.52,12831.7,11786.2
"2060","P40763","P40763","STAT3_HUMAN","STAT3","Signal transducer and activator of transcription 3",48142.8,37467,36160.2,39792.9,41389.3,40833.9,43500.9,52714.6,37668.4,46605.5,47086.2,35005.1,40616.4,47274.3,39164.7,46129.8,40240.6,47542.7,44843.9,38715.5,39636.7,37533.8,46825.4,52796.9,43387.4,35272.5,40457,38813.9
"2061","P40818","P40818","UBP8_HUMAN","USP8","Ubiquitin carboxyl-terminal hydrolase 8",19759.5,15206.4,20342.8,22665.2,17560.2,18225.1,18559.1,19929.9,17800.7,17512.4,17661.2,23452,18580.7,19276.2,24391.5,17853,16019.7,18895,19365,19126.7,19902.7,18156.3,13971.6,20056.6,19601.7,22960,19358.4,19945.1
"2062","P40855","P40855","PEX19_HUMAN","PEX19","Peroxisomal biogenesis factor 19",11249.1,15068.1,13869.1,18913.5,13872.3,14734.6,14831.1,13613.1,14947.7,16652.8,13203,9735.59,15217.3,11137.5,11397.6,9961.69,11743.4,11220.7,13005.1,13194.6,16619.4,15222.6,11636.9,11756,13062.2,11057.7,12302.9,14781.5
"2063","P40925","P40925","MDHC_HUMAN","MDH1","Malate dehydrogenase, cytoplasmic",572436,870257,765396,628599,596966,720157,665522,557930,641033,587457,670477,768966,699891,526653,627837,520685,594354,475206,621126,614151,721839,609818,653915,479777,586225,720225,553301,653718
"2064","P40926","P40926","MDHM_HUMAN","MDH2","Malate dehydrogenase, mitochondrial",829929,820470,809750,628859,785878,1064770,605054,710485,693062,811486,810029,901526,757737,629217,680225,592124,757091,659908,884315,852103,678965,845880,884036,669570,818931,982856,658095,701350
"2065","P40937","P40937","RFC5_HUMAN","RFC5","Replication factor C subunit 5",15418.4,8663.93,15225.7,13536.4,17180,11072.4,18184.9,18453.2,16339.3,14028.1,11355.1,22531.7,18043.8,21007.7,19692.1,16257.3,17210,19064.4,19171.9,15374.3,16470.9,16961.1,12065.3,22459.7,13986.3,16564.2,16036.1,17047.7
"2066","P40938","P40938","RFC3_HUMAN","RFC3","Replication factor C subunit 3",8878.3,4822.13,5411.83,6657.09,7768.65,5117.8,9405.19,9000.27,6622.24,5359.49,4986.37,13035.4,9713.41,10078,10184.6,8052.04,6429.89,11376.1,8873.92,8274.72,7491.71,8191.62,6990.83,10617.1,6788.04,8112.17,8498.86,8087.92
"2067","P40939","P40939","ECHA_HUMAN","HADHA","Trifunctional enzyme subunit alpha, mitochondrial",464386,561270,416649,448284,494607,576217,333732,391457,397988,504533,513393,585376,359486,333779,418520,356491,398761,424041,477060,529389,387201,398671,586745,374547,439502,542960,395217,403662
"2068","P41091","P41091;Q2VIR3","IF2G_HUMAN","EIF2S3","Eukaryotic translation initiation factor 2 subunit 3",150706,126601,166137,144152,125356,139892,154990,155651,136833,128684,124904,128662,147908,151042,116847,129277,149946,141996,154473,139231,139402,147854,140135,157864,132079,107593,133529,154089
"2069","P41134","P41134","ID1_HUMAN","ID1","DNA-binding protein inhibitor ID-1",18828,7185.73,7932.84,6922.18,13875.5,6919.78,8813.84,18890.2,4927.76,13175.5,17839.6,28528.4,6798.35,28925.9,18810.7,29658.5,12555.3,23149.4,15307.9,8409.98,6270.4,10961,15473.3,20946.1,21969.8,22445.6,21133.7,13398.3
"2070","P41162","P41162","ETV3_HUMAN","ETV3","ETS translocation variant 3",824.534,NA,974.766,759.292,484.344,NA,426.652,1357.78,1007.65,646.747,1065.34,638.41,NA,1338.74,2031.46,948.241,1150.01,1330.75,815.102,290.85,825.077,1055.69,NA,967.346,1131,NA,826.42,980.588
"2071","P41208","P41208","CETN2_HUMAN","CETN2","Centrin-2",15195.9,12183.7,13105.1,13111,14513,12579.3,12902.9,18427.3,13570.4,15027.9,16691,11859.5,11963.3,15255.6,14132,14983.4,12348.8,17148.3,12518.4,15847.3,10817,15036.6,11960.3,14664.4,13722.2,15696.8,13783.8,12348.9
"2072","P41212","P41212","ETV6_HUMAN","ETV6","Transcription factor ETV6",14915.7,8936.18,12379.8,11826.7,10471.5,7680.95,9259.23,16610.4,11999,12620.1,12709.6,12211.4,12259.5,16032.6,18165,12016.6,11402.2,15483.5,10225.1,11259.6,9753.72,11123.5,9980.29,16317.4,13499,11627.4,16272.5,13268.2
"2073","P41214","P41214","EIF2D_HUMAN","EIF2D","Eukaryotic translation initiation factor 2D",27594.9,19394.1,27978.1,32272.1,28798.8,23680.2,36336,29890,29805,29114.7,25810.1,28510.4,37375.7,30182.8,27839.1,29448.1,28743.7,31559,27530.8,31095.1,35226,32476.3,26602.8,33093,26296.7,24009.9,28228.2,32374.8
"2074","P41217","P41217","OX2G_HUMAN","CD200","OX-2 membrane glycoprotein",10984.3,NA,NA,NA,5843.33,NA,2365.1,10916.6,NA,NA,9041.31,25085.8,NA,8051.18,2911.17,9131.94,NA,9937.31,4179.4,NA,1303.64,1683.91,5310.08,12186.7,7532.9,21990.7,5851.28,NA
"2075","P41223","P41223","BUD31_HUMAN","BUD31","Protein BUD31 homolog",14163.5,6731.18,8917.45,9687.5,9972.27,8409.77,8362.92,12930,7635.95,8695.54,9477.87,11482.6,10242.2,13569.3,10338.7,12039.1,7880.79,15537.4,9630.2,9894.29,9296.59,9528.01,12176.3,13160.3,12309.8,13934.5,13575,10188.6
"2076","P41226","P41226","UBA7_HUMAN","UBA7","Ubiquitin-like modifier-activating enzyme 7",19097.2,9890.09,8827.88,5682.12,18736.3,15330,9837.34,18884.3,15753.7,19150.9,11492.8,15910.3,11493,16999.5,18387.3,14919,12413.2,14941.8,15777.1,15738.9,13889.1,11124.1,13247.4,24531,13684.4,17650.6,13722,6676.5
"2077","P41227","P41227","NAA10_HUMAN","NAA10","N-alpha-acetyltransferase 10",53658.9,48848.5,63266.1,56004.8,50496.3,53847.9,69212.7,56385.6,56771.6,47704.9,49414.5,48367.8,61848.2,52392,50604,53591,54767.9,52112.9,62068.8,51172.9,61227.9,59707.2,50994.3,53797.1,50055.6,35246.8,52464,61318.6
"2078","P41229","P41229;Q9BY66","KDM5C_HUMAN","KDM5C","Lysine-specific demethylase 5C",5105.83,6035.72,4894.71,4840.66,4711.25,4151.33,4897.81,5499.67,5782.93,4216.25,4402.35,6269.18,4305.89,4608.24,7164.16,5087.11,4191.26,5769.94,5369.54,5597.79,5283.81,5190.26,5083.19,6174.62,5097.03,5537.79,5415.91,5104.96
"2079","P41236","P41236","IPP2_HUMAN","PPP1R2","Protein phosphatase inhibitor 2",9857.26,10573,14141,15315,12201.6,9817.96,14756.7,11073.7,12670.2,11802.1,11266.5,26579.7,13642.6,13131.2,13151.9,13085.8,11191.3,10621.8,10520.1,11022.6,12241.6,12816.2,10047.7,9495.62,10942,29325,10951,14956.3
"2080","P41240","P41240","CSK_HUMAN","CSK","Tyrosine-protein kinase CSK",49237.4,43847,62595.5,52578.5,54707,54113.4,50179,52658.4,53498.9,49867.6,45737.8,54755.8,51695.1,50776.6,55317.3,39438,49539.2,44361.9,53395.5,47332.5,52557.7,57843.7,40353.9,53004.9,46915.9,50745.7,50427.1,55157.5
"2081","P41247","P41247","PLPL4_HUMAN","PNPLA4","Patatin-like phospholipase domain-containing protein 4",12189.6,11546.8,6317.14,5114.72,8849.84,2463.26,7804.3,9722.67,14804.2,9836.2,9518.26,10003.5,6209.2,5527.75,7113.28,7454.98,10307.8,13564.8,10502,9113.67,4615.68,10426.2,10560.5,10009.2,14668,9283.55,9273.02,4676.96
"2082","P41250","P41250","GARS_HUMAN","GARS1","Glycine--tRNA ligase",124252,212210,227248,217492,148994,205527,200354,134606,194356,179122,163927,128683,260930,138871,127556,117053,159671,104515,162797,206399,170341,197982,151022,148332,136096,119477,137475,209128
"2083","P41252","P41252","SYIC_HUMAN","IARS1","Isoleucine--tRNA ligase, cytoplasmic",260550,256075,308408,263703,218741,258917,307148,282637,287920,242899,274831,270940,318929,274885,235319,259291,246999,241027,294634,243879,271038,288985,261743,283031,275891,238322,255682,291785
"2084","P41271","P41271","NBL1_HUMAN","NBL1","Neuroblastoma suppressor of tumorigenicity 1",1929.51,NA,1237.84,1269.4,1036.68,2288.07,1783.36,1936.23,957.301,NA,1399.75,10335.6,1329.54,1775.18,5599.68,1556.33,496.02,1131.42,1460.72,1091.61,1558.31,1150.86,2751.62,2203.39,1992.57,13984.4,1423.03,895.75
"2085","P41440","P41440","S19A1_HUMAN","SLC19A1","Reduced folate transporter",3687.76,7038.39,2823.75,3573.52,2762.24,2838.99,3273.03,3344.92,4603.85,2734.89,3049.79,2053.52,4334.69,3028.22,1789.05,2257.43,2481.58,3258.08,2243.36,4384.14,2671.7,2898.37,4016.9,3737.39,3621.41,3681.74,3518.45,3842.55
"2086","P41567","P41567","EIF1_HUMAN","EIF1","Eukaryotic translation initiation factor 1",4965.63,8043.08,7125.72,9737.68,5159.18,8679,10396.4,7290.82,8657.17,6717.03,9209.05,6668.22,11766.8,9302.38,8258.6,9180.18,9126.59,6138.61,6133.84,9860,9842.33,7291.98,5591.47,7337.15,6192.14,8004.8,7801.86,11678.8
"2087","P41732","P41732","TSN7_HUMAN","TSPAN7","Tetraspanin-7",766.295,NA,NA,NA,NA,NA,NA,440.15,NA,NA,614.436,4239.91,NA,4245.34,3023.7,1865.88,NA,2384.53,NA,NA,NA,NA,927.346,451.176,1024.04,6779.53,204.669,NA
"2088","P41743","P41743","KPCI_HUMAN","PRKCI","Protein kinase C iota type",39546.8,36905.9,49246.8,38412,37181.1,30867.1,40185.8,35194.2,45695.2,40534.4,33851.2,37508.4,44343.1,38805.2,38988.2,30718.9,45424.7,36487.5,37678.2,33222.3,46434.3,38036.2,32889.7,35517.3,30287.2,29966,34545.3,42906.5
"2089","P41970","P41970","ELK3_HUMAN","ELK3","ETS domain-containing protein Elk-3",8197.99,3009.89,2915.96,2980.69,5402.95,4172.78,3086.65,8966.07,3639.68,2450.1,4590.34,7393.87,3253.18,9134.83,9109.54,10800,3949.59,9114.54,4896.96,2283.63,3583.24,4314.99,4342.89,10571.2,7455.13,7105.43,6269.18,4681.81
"2090","P42025","P42025","ACTY_HUMAN","ACTR1B","Beta-centractin",35063.2,37047.6,45771.8,38288.4,48964.4,35226.5,41580.1,37009.7,45916.8,42642.1,38015.7,41250.1,25234.5,40942.4,33335.2,34133.7,44125.5,31974.7,35546.9,39632.4,47003.1,41733.3,38532.6,38458.6,36173.1,38605,37908,34800.5
"2091","P42126","P42126","ECI1_HUMAN","ECI1","Enoyl-CoA delta isomerase 1, mitochondrial",82011.5,91197,93063.4,89081.4,104202,99489.8,77890.4,80573.2,89562,89244.5,86073.1,118464,92409.4,87859.8,99370.1,71149.4,85870.2,90763.8,85630.3,96490.7,79237,85721.2,63053.8,78203.8,108520,116264,93230.8,86544.4
"2092","P42166","P42166","LAP2A_HUMAN","TMPO","Lamina-associated polypeptide 2, isoform alpha",12574.2,8620.93,9935.26,12813.9,12584.2,8905.98,16766.6,15481.5,13956.9,8563.55,11266.6,8530.87,18699.5,17737.7,15135.5,17261.7,11053.9,17834.1,15661.8,13255.6,13751.8,12446.8,11473.4,17399.5,12961.1,6461.22,14646.3,17174.1
"2093","P42167","P42167","LAP2B_HUMAN","TMPO","Lamina-associated polypeptide 2, isoforms beta/gamma",112056,28087.4,47947.5,60319.1,83956.9,36863.5,76534.3,105659,69941.1,54497,65833.7,100434,66000.7,110229,123730,137397,69498.5,128514,84066.2,58350.2,65839.5,71298.8,59564.2,106666,113191,81327.3,98547.5,69686.7
"2094","P42224","P42224","STAT1_HUMAN","STAT1","Signal transducer and activator of transcription 1-alpha/beta",103714,144194,109532,63144.9,76488.5,203992,85314.3,94084.9,92770.2,84620.5,80687.3,82165.2,105876,100702,100230,99620,84645.9,119465,72700.1,77425.3,89669.1,92954.8,74956.8,86329.7,66284.6,68592.2,78622.8,71365.6
"2095","P42226","P42226","STAT6_HUMAN","STAT6","Signal transducer and activator of transcription 6",42927.8,34758.5,52600.4,39650.1,43971.2,40326.8,39974.6,36523.1,45734.9,54735.4,39007.3,13294.5,40909.3,44678.5,11007.5,39885.8,59102.2,47195.9,49564.7,41541.5,48117.9,45049.9,33292.3,36398,45484.9,NA,41143.5,46057.9
"2096","P42229","P42229","STA5A_HUMAN","STAT5A","Signal transducer and activator of transcription 5A",8202.49,2878.93,1280.66,2609.35,4290.11,1946.66,5033.31,8920.72,3828.6,4109.69,3713.9,7913.44,2922.96,6889.57,9864.98,10168.1,3532.01,9548.62,3308.44,3695.43,1018.07,2624.52,4894.8,8750.12,9088.13,7848.52,7076.44,4701.57
"2097","P42285","P42285","MTREX_HUMAN","MTREX","Exosome RNA helicase MTR4",27661.4,18990.3,23352,23734.2,24808.4,20791.7,28400.1,29580.1,23342.6,23011.1,22931.1,27596.5,27313.2,30701.4,32645.9,31099.2,24953.9,31702.9,27182.3,26759.5,24430,26478.6,25388.7,30963.4,27757.2,24620.8,29581.3,27272.4
"2098","P42330","P42330","AK1C3_HUMAN","AKR1C3","Aldo-keto reductase family 1 member C3",64184.7,14991.1,18614.5,54495.8,31460.8,20571.9,42364.1,44944.7,49083.6,20262.3,62481.7,159709,18878.7,85024.7,50922.9,41335.9,28903.1,71379.1,35061.3,23965.1,6650.61,30461.6,37837.2,62021.8,63884.7,179159,40533.5,18385.8
